Greek New Testament — Seed Data Processing Tracker,,,,,,,,,
#,Book,Book#,Chapter,Verses,Verse Range,Batch #,Status,Date Done,Notes
459,John,43,Chapter 11,8,9–16,Batch 67,✅ Complete,2026-03-03,Generated LukeChapter21_v33-38.cs
460,John,43,Chapter 11,8,17–24,Batch 68,✅ Complete,2026-03-03,Generated LukeChapter22_v1-8.cs
461,John,43,Chapter 11,8,25–32,Batch 69,✅ Complete,2026-03-04,Generated JohnChapter11_v25-32.cs
462,John,43,Chapter 11,8,33–40,Batch 70,✅ Complete,2026-03-03,Generated LukeChapter22_v17-24.cs
463,John,43,Chapter 11,8,41–48,Batch 71,✅ Complete,2026-03-03,Generated LukeChapter22_v25-32.cs
464,John,43,Chapter 11,8,49–56,Batch 72,✅ Complete,2026-03-03,Generated LukeChapter22_v33-40.cs
465,John,43,Chapter 11,1,57–57,Batch 73,✅ Complete,2026-03-03,Generated LukeChapter22_v41-48.cs
466,John,43,Chapter 12,8,1–8,Batch 74,✅ Complete,2026-03-03,Generated LukeChapter22_v49-56.cs
467,John,43,Chapter 12,8,9–16,Batch 75,✅ Complete,2026-03-03,Generated LukeChapter22_v57-64.cs
468,John,43,Chapter 12,8,17–24,Batch 76,✅ Complete,2026-03-03,Generated LukeChapter22_v65-71.cs
469,John,43,Chapter 12,8,25–32,Batch 77,✅ Complete,2026-03-03,Generated LukeChapter23_v1-8.cs
470,John,43,Chapter 12,8,33–40,Batch 78,✅ Complete,2026-03-04,Generated JohnChapter12_v33-40.cs
471,John,43,Chapter 12,8,41–48,Batch 79,✅ Complete,2026-03-03,Generated LukeChapter23_v17-24.cs
472,John,43,Chapter 12,2,49–50,Batch 80,✅ Complete,2026-03-03,Generated LukeChapter23_v25-32.cs
473,John,43,Chapter 13,8,1–8,Batch 81,✅ Complete,2026-03-03,Generated LukeChapter23_v33-40.cs
474,John,43,Chapter 13,8,9–16,Batch 82,✅ Complete,2026-03-04,Generated JohnChapter13_v9-16.cs
475,John,43,Chapter 13,8,17–24,Batch 83,✅ Complete,2026-03-04,Generated JohnChapter13_v17-24.cs
476,John,43,Chapter 13,8,25–32,Batch 84,✅ Complete,2026-03-03,Generated LukeChapter24_v1-8.cs
477,John,43,Chapter 13,6,33–38,Batch 85,✅ Complete,2026-03-03,Generated LukeChapter24_v9-16.cs
478,John,43,Chapter 14,8,1–8,Batch 86,✅ Complete,2026-03-03,Generated LukeChapter24_v17-24.cs
479,John,43,Chapter 14,8,9–16,Batch 87,✅ Complete,2026-03-03,Generated LukeChapter24_v25-32.cs
480,John,43,Chapter 14,8,17–24,Batch 88,✅ Complete,2026-03-03,Generated LukeChapter24_v33-40.cs
481,John,43,Chapter 14,7,25–31,Batch 89,✅ Complete,2026-03-03,Generated LukeChapter24_v41-48.cs
482,John,43,Chapter 15,8,1–8,Batch 90,✅ Complete,2026-03-04,Generated JohnChapter15_v1-8.cs
483,John,43,Chapter 15,8,9–16,Batch 91,✅ Complete,2026-03-04,Generated JohnChapter15_v9-16.cs
484,John,43,Chapter 15,8,17–24,Batch 92,✅ Complete,2026-03-03,Generated JohnChapter1_v1-8.cs
485,John,43,Chapter 15,3,25–27,Batch 93,✅ Complete,2026-03-03,Generated JohnChapter1_v9-16.cs
486,John,43,Chapter 16,8,1–8,Batch 94,✅ Complete,2026-03-03,Generated JohnChapter1_v17-24.cs
487,John,43,Chapter 16,8,9–16,Batch 95,✅ Complete,2026-03-03,Generated JohnChapter1_v25-32.cs
488,John,43,Chapter 16,8,17–24,Batch 96,✅ Complete,2026-03-04,Generated JohnChapter16_v17-24.cs
489,John,43,Chapter 16,8,25–32,Batch 97,✅ Complete,2026-03-03,Generated JohnChapter1_v41-48.cs
490,John,43,Chapter 16,1,33–33,Batch 98,✅ Complete,2026-03-03,Generated JohnChapter1_v49-51.cs
491,John,43,Chapter 17,8,1–8,Batch 99,✅ Complete,2026-03-03,Generated JohnChapter2_v1-8.cs
492,John,43,Chapter 17,8,9–16,Batch 100,✅ Complete,2026-03-03,Generated JohnChapter2_v9-16.cs
493,John,43,Chapter 17,8,17–24,Batch 101,✅ Complete,2026-03-03,Generated JohnChapter2_v17-24.cs
494,John,43,Chapter 17,2,25–26,Batch 102,✅ Complete,2026-03-03,Generated JohnChapter2_v25-25.cs
495,John,43,Chapter 18,8,1–8,Batch 103,✅ Complete,2026-03-03,Generated JohnChapter3_v1-8.cs
496,John,43,Chapter 18,8,9–16,Batch 104,✅ Complete,2026-03-03,Generated JohnChapter3_v9-16.cs
497,John,43,Chapter 18,8,17–24,Batch 105,✅ Complete,2026-03-03,Generated JohnChapter3_v17-24.cs
498,John,43,Chapter 18,8,25–32,Batch 106,✅ Complete,2026-03-03,Generated JohnChapter3_v25-32.cs
499,John,43,Chapter 18,8,33–40,Batch 107,✅ Complete,2026-03-03,Generated JohnChapter3_v33-36.cs
500,John,43,Chapter 19,8,1–8,Batch 108,✅ Complete,2026-03-03,Generated JohnChapter4_v1-8.cs
501,John,43,Chapter 19,8,9–16,Batch 109,✅ Complete,2026-03-03,Generated JohnChapter4_v9-16.cs
502,John,43,Chapter 19,8,17–24,Batch 110,✅ Complete,2026-03-03,Generated JohnChapter4_v17-24.cs
503,John,43,Chapter 19,8,25–32,Batch 111,✅ Complete,2026-03-03,Generated JohnChapter4_v25-32.cs
504,John,43,Chapter 19,8,33–40,Batch 112,✅ Complete,2026-03-03,Generated JohnChapter4_v33-40.cs
505,John,43,Chapter 19,2,41–42,Batch 113,✅ Complete,2026-03-03,Generated JohnChapter4_v41-48.cs
506,John,43,Chapter 20,8,1–8,Batch 114,✅ Complete,2026-03-03,Generated JohnChapter4_v49-54.cs
507,John,43,Chapter 20,8,9–16,Batch 115,✅ Complete,2026-03-03,Generated JohnChapter5_v1-8.cs
508,John,43,Chapter 20,8,17–24,Batch 116,✅ Complete,2026-03-03,Generated JohnChapter5_v9-16.cs
509,John,43,Chapter 20,7,25–31,Batch 117,✅ Complete,2026-03-03,Generated JohnChapter5_v17-24.cs
510,John,43,Chapter 21,8,1–8,Batch 118,✅ Complete,2026-03-03,Generated JohnChapter5_v25-32.cs
511,John,43,Chapter 21,8,9–16,Batch 119,✅ Complete,2026-03-03,Generated JohnChapter5_v33-40.cs
512,John,43,Chapter 21,8,17–24,Batch 120,✅ Complete,2026-03-03,Generated JohnChapter5_v41-47.cs
513,John,43,Chapter 21,1,25–25,Batch 121,✅ Complete,2026-03-03,Generated JohnChapter6_v1-8.cs
514,Acts,44,Chapter 1,8,1–8,Batch 1,✅ Complete,2026-03-03,Generated JohnChapter6_v17-24.cs
515,Acts,44,Chapter 1,8,9–16,Batch 2,✅ Complete,2026-03-03,Generated JohnChapter6_v25-32.cs
516,Acts,44,Chapter 1,8,17–24,Batch 3,✅ Complete,2026-03-03,Generated JohnChapter6_v33-40.cs
517,Acts,44,Chapter 1,2,25–26,Batch 4,✅ Complete,2026-03-03,Generated JohnChapter6_v41-48.cs
518,Acts,44,Chapter 2,8,1–8,Batch 5,✅ Complete,2026-03-03,Generated JohnChapter6_v49-56.cs
519,Acts,44,Chapter 2,8,9–16,Batch 6,✅ Complete,2026-03-04,Generated ActsChapter2_v9-16.cs
520,Acts,44,Chapter 2,8,17–24,Batch 7,✅ Complete,2026-03-04,Generated ActsChapter2_v17-24.cs
521,Acts,44,Chapter 2,8,25–32,Batch 8,✅ Complete,2026-03-03,Generated JohnChapter7_v1-8.cs
522,Acts,44,Chapter 2,8,33–40,Batch 9,✅ Complete,2026-03-03,Generated JohnChapter7_v9-16.cs
523,Acts,44,Chapter 2,7,41–47,Batch 10,✅ Complete,2026-03-04,Generated ActsChapter2_v41-47.cs
524,Acts,44,Chapter 3,8,1–8,Batch 11,✅ Complete,2026-03-03,Generated JohnChapter7_v25-32.cs
525,Acts,44,Chapter 3,8,9–16,Batch 12,✅ Complete,2026-03-03,Generated JohnChapter7_v33-40.cs
526,Acts,44,Chapter 3,8,17–24,Batch 13,✅ Complete,2026-03-04,Generated ActsChapter3_v17-24.cs
527,Acts,44,Chapter 3,2,25–26,Batch 14,✅ Complete,2026-03-04,Generated ActsChapter3_v25-26.cs
528,Acts,44,Chapter 4,8,1–8,Batch 15,✅ Complete,2026-03-04,Generated ActsChapter4_v1-8.cs
529,Acts,44,Chapter 4,8,9–16,Batch 16,✅ Complete,2026-03-04,Generated ActsChapter4_v9-16.cs
530,Acts,44,Chapter 4,8,17–24,Batch 17,✅ Complete,2026-03-05,Generated ActsChapter4_v17-24.cs
531,Acts,44,Chapter 4,8,25–32,Batch 18,✅ Complete,2026-03-04,Generated ActsChapter4_v25-32.cs
532,Acts,44,Chapter 4,5,33–37,Batch 19,✅ Complete,2026-03-04,Generated ActsChapter4_v33-37.cs
533,Acts,44,Chapter 5,8,1–8,Batch 20,✅ Complete,2026-03-04,Generated ActsChapter5_v1-8.cs
534,Acts,44,Chapter 5,8,9–16,Batch 21,✅ Complete,2026-03-04,Generated ActsChapter5_v9-16.cs
535,Acts,44,Chapter 5,8,17–24,Batch 22,✅ Complete,2026-03-04,Generated ActsChapter5_v17-24.cs
536,Acts,44,Chapter 5,8,25–32,Batch 23,✅ Complete,2026-03-04,Generated ActsChapter5_v25-32.cs
537,Acts,44,Chapter 5,8,33–40,Batch 24,✅ Complete,2026-03-04,Generated ActsChapter5_v33-40.cs
538,Acts,44,Chapter 5,2,41–42,Batch 25,✅ Complete,2026-03-04,Generated ActsChapter5_v41-42.cs
539,Acts,44,Chapter 6,8,1–8,Batch 26,✅ Complete,2026-03-04,Generated ActsChapter6_v1-8.cs
540,Acts,44,Chapter 6,7,9–15,Batch 27,✅ Complete,2026-03-04,Generated ActsChapter6_v9-15.cs
541,Acts,44,Chapter 7,8,1–8,Batch 28,✅ Complete,2026-03-04,Generated ActsChapter7_v1-8.cs
542,Acts,44,Chapter 7,8,9–16,Batch 29,✅ Complete,2026-03-04,Generated ActsChapter7_v9-16.cs
543,Acts,44,Chapter 7,8,17–24,Batch 30,✅ Complete,2026-03-04,Generated ActsChapter7_v17-24.cs
544,Acts,44,Chapter 7,8,25–32,Batch 31,✅ Complete,2026-03-04,Generated ActsChapter7_v25-32.cs
545,Acts,44,Chapter 7,8,33–40,Batch 32,✅ Complete,2026-03-04,Generated ActsChapter7_v33-40.cs
546,Acts,44,Chapter 7,8,41–48,Batch 33,✅ Complete,2026-03-04,Generated ActsChapter7_v41-48.cs
547,Acts,44,Chapter 7,8,49–56,Batch 34,✅ Complete,2026-03-04,Generated ActsChapter7_v49-56.cs
548,Acts,44,Chapter 7,4,57–60,Batch 35,✅ Complete,2026-03-04,Generated ActsChapter7_v57-60.cs
549,Acts,44,Chapter 8,8,1–8,Batch 36,✅ Complete,2026-03-04,Generated ActsChapter8_v1-8.cs
550,Acts,44,Chapter 8,8,9–16,Batch 37,✅ Complete,2026-03-04,Generated ActsChapter8_v9-16.cs
551,Acts,44,Chapter 8,8,17–24,Batch 38,✅ Complete,2026-03-04,Generated ActsChapter8_v17-24.cs
552,Acts,44,Chapter 8,8,25–32,Batch 39,✅ Complete,2026-03-04,Generated ActsChapter8_v25-32.cs
553,Acts,44,Chapter 8,8,33–40,Batch 40,✅ Complete,2026-03-04,Generated ActsChapter8_v33-40.cs
554,Acts,44,Chapter 9,8,1–8,Batch 41,✅ Complete,2026-03-05,Generated ActsChapter9_v1-8.cs
555,Acts,44,Chapter 9,8,9–16,Batch 42,✅ Complete,2026-03-04,Generated ActsChapter9_v9-16.cs
556,Acts,44,Chapter 9,8,17–24,Batch 43,✅ Complete,2026-03-04,Generated ActsChapter9_v17-24.cs
557,Acts,44,Chapter 9,8,25–32,Batch 44,✅ Complete,2026-03-04,Generated ActsChapter9_v25-32.cs
558,Acts,44,Chapter 9,8,33–40,Batch 45,✅ Complete,2026-03-04,Generated ActsChapter9_v33-40.cs
559,Acts,44,Chapter 9,3,41–43,Batch 46,✅ Complete,2026-03-04,Generated ActsChapter9_v41-43.cs
560,Acts,44,Chapter 10,8,1–8,Batch 47,✅ Complete,2026-03-04,Generated ActsChapter10_v1-8.cs
561,Acts,44,Chapter 10,8,9–16,Batch 48,✅ Complete,2026-03-04,Generated ActsChapter10_v9-16.cs
562,Acts,44,Chapter 10,8,17–24,Batch 49,✅ Complete,2026-03-04,Generated ActsChapter10_v17-24.cs
563,Acts,44,Chapter 10,8,25–32,Batch 50,✅ Complete,2026-03-04,Generated ActsChapter10_v25-32.cs
564,Acts,44,Chapter 10,8,33–40,Batch 51,✅ Complete,2026-03-05,Generated ActsChapter10_v33-40.cs
565,Acts,44,Chapter 10,8,41–48,Batch 52,✅ Complete,2026-03-04,Generated ActsChapter10_v41-48.cs
566,Acts,44,Chapter 11,8,1–8,Batch 53,✅ Complete,2026-03-04,Generated ActsChapter11_v1-8.cs
567,Acts,44,Chapter 11,8,9–16,Batch 54,✅ Complete,2026-03-04,Generated ActsChapter11_v9-16.cs
568,Acts,44,Chapter 11,8,17–24,Batch 55,✅ Complete,2026-03-04,Generated ActsChapter11_v17-24.cs
569,Acts,44,Chapter 11,6,25–30,Batch 56,✅ Complete,2026-03-04,Generated ActsChapter11_v25-30.cs
570,Acts,44,Chapter 12,8,1–8,Batch 57,✅ Complete,2026-03-04,Generated ActsChapter12_v1-8.cs
571,Acts,44,Chapter 12,8,9–16,Batch 58,✅ Complete,2026-03-04,Generated ActsChapter12_v9-16.cs
572,Acts,44,Chapter 12,8,17–24,Batch 59,✅ Complete,2026-03-04,Generated ActsChapter12_v17-24.cs
573,Acts,44,Chapter 12,1,25–25,Batch 60,✅ Complete,2026-03-04,Generated ActsChapter12_v25-25.cs
574,Acts,44,Chapter 13,8,1–8,Batch 61,✅ Complete,2026-03-04,Generated ActsChapter13_v1-8.cs
575,Acts,44,Chapter 13,8,9–16,Batch 62,✅ Complete,2026-03-04,Generated ActsChapter13_v9-16.cs
576,Acts,44,Chapter 13,8,17–24,Batch 63,✅ Complete,2026-03-04,Generated ActsChapter13_v17-24.cs
577,Acts,44,Chapter 13,8,25–32,Batch 64,✅ Complete,2026-03-04,Generated ActsChapter13_v25-32.cs
578,Acts,44,Chapter 13,8,33–40,Batch 65,✅ Complete,2026-03-05,Generated ActsChapter13_v33-40.cs
579,Acts,44,Chapter 13,8,41–48,Batch 66,✅ Complete,2026-03-04,Generated ActsChapter13_v41-48.cs
580,Acts,44,Chapter 13,4,49–52,Batch 67,✅ Complete,2026-03-04,Generated ActsChapter13_v49-52.cs
581,Acts,44,Chapter 14,8,1–8,Batch 68,✅ Complete,2026-03-04,Generated ActsChapter14_v1-8.cs
582,Acts,44,Chapter 14,8,9–16,Batch 69,✅ Complete,2026-03-04,Generated ActsChapter14_v9-16.cs
583,Acts,44,Chapter 14,8,17–24,Batch 70,✅ Complete,2026-03-05,Generated ActsChapter14_v17-24.cs
584,Acts,44,Chapter 14,4,25–28,Batch 71,✅ Complete,2026-03-04,Generated ActsChapter14_v25-28.cs
585,Acts,44,Chapter 15,8,1–8,Batch 72,✅ Complete,2026-03-04,Generated ActsChapter15_v1-8.cs
586,Acts,44,Chapter 15,8,9–16,Batch 73,✅ Complete,2026-03-05,Generated ActsChapter15_v9-16.cs
587,Acts,44,Chapter 15,8,17–24,Batch 74,✅ Complete,2026-03-04,Generated ActsChapter15_v17-24.cs
588,Acts,44,Chapter 15,8,25–32,Batch 75,✅ Complete,2026-03-05,Generated ActsChapter15_v25-32.cs
589,Acts,44,Chapter 15,8,33–40,Batch 76,✅ Complete,2026-03-04,Generated ActsChapter15_v33-40.cs
590,Acts,44,Chapter 15,1,41–41,Batch 77,✅ Complete,2026-03-05,Generated ActsChapter15_v41-41.cs
591,Acts,44,Chapter 16,8,1–8,Batch 78,✅ Complete,2026-03-04,Generated ActsChapter16_v1-8.cs
592,Acts,44,Chapter 16,8,9–16,Batch 79,✅ Complete,2026-03-04,Generated ActsChapter16_v9-16.cs
593,Acts,44,Chapter 16,8,17–24,Batch 80,✅ Complete,2026-03-04,Generated ActsChapter16_v17-24.cs
594,Acts,44,Chapter 16,8,25–32,Batch 81,✅ Complete,2026-03-04,Generated ActsChapter16_v25-32.cs
595,Acts,44,Chapter 16,8,33–40,Batch 82,✅ Complete,2026-03-04,Generated ActsChapter16_v33-40.cs
596,Acts,44,Chapter 17,8,1–8,Batch 83,✅ Complete,2026-03-04,Generated ActsChapter17_v1-8.cs
597,Acts,44,Chapter 17,8,9–16,Batch 84,✅ Complete,2026-03-04,Generated ActsChapter17_v9-16.cs
598,Acts,44,Chapter 17,8,17–24,Batch 85,✅ Complete,2026-03-04,Generated ActsChapter17_v17-24.cs
599,Acts,44,Chapter 17,8,25–32,Batch 86,✅ Complete,2026-03-04,Generated ActsChapter17_v25-32.cs
600,Acts,44,Chapter 17,2,33–34,Batch 87,✅ Complete,2026-03-04,Generated ActsChapter17_v33-34.cs
601,Acts,44,Chapter 18,8,1–8,Batch 88,✅ Complete,2026-03-04,Generated ActsChapter18_v1-8.cs
602,Acts,44,Chapter 18,8,9–16,Batch 89,✅ Complete,2026-03-05,Generated ActsChapter18_v9-16.cs
603,Acts,44,Chapter 18,8,17–24,Batch 90,✅ Complete,2026-03-04,Generated ActsChapter18_v17-24.cs
604,Acts,44,Chapter 18,4,25–28,Batch 91,✅ Complete,2026-03-05,Generated ActsChapter18_v25-28.cs
605,Acts,44,Chapter 19,8,1–8,Batch 92,✅ Complete,2026-03-06,Generated ActsChapter19_v1-8.cs
606,Acts,44,Chapter 19,8,9–16,Batch 93,✅ Complete,2026-03-04,Generated ActsChapter19_v9-16.cs
607,Acts,44,Chapter 19,8,17–24,Batch 94,✅ Complete,2026-03-04,Generated ActsChapter19_v17-24.cs
608,Acts,44,Chapter 19,8,25–32,Batch 95,✅ Complete,2026-03-04,Generated ActsChapter19_v25-32.cs
609,Acts,44,Chapter 19,8,33–40,Batch 96,✅ Complete,2026-03-04,Generated ActsChapter19_v33-40.cs
610,Acts,44,Chapter 19,1,41–41,Batch 97,✅ Complete,2026-03-10,Generated ActsChapter19_v41-41.cs
611,Acts,44,Chapter 20,8,1–8,Batch 98,✅ Complete,2026-03-04,Generated ActsChapter20_v1-8.cs
612,Acts,44,Chapter 20,8,9–16,Batch 99,✅ Complete,2026-03-05,Generated ActsChapter20_v9-16.cs
613,Acts,44,Chapter 20,8,17–24,Batch 100,✅ Complete,2026-03-04,Generated ActsChapter20_v17-24.cs
614,Acts,44,Chapter 20,8,25–32,Batch 101,✅ Complete,2026-03-04,Generated ActsChapter20_v25-32.cs
615,Acts,44,Chapter 20,6,33–38,Batch 102,✅ Complete,2026-03-04,Generated ActsChapter20_v33-38.cs
616,Acts,44,Chapter 21,8,1–8,Batch 103,✅ Complete,2026-03-04,Generated ActsChapter21_v1-8.cs
617,Acts,44,Chapter 21,8,9–16,Batch 104,✅ Complete,2026-03-04,Generated ActsChapter21_v9-16.cs
618,Acts,44,Chapter 21,8,17–24,Batch 105,✅ Complete,2026-03-04,Generated ActsChapter21_v17-24.cs
619,Acts,44,Chapter 21,8,25–32,Batch 106,✅ Complete,2026-03-04,Generated ActsChapter21_v25-32.cs
620,Acts,44,Chapter 21,8,33–40,Batch 107,✅ Complete,2026-03-04,Generated ActsChapter21_v33-40.cs
621,Acts,44,Chapter 22,8,1–8,Batch 108,✅ Complete,2026-03-04,Generated ActsChapter22_v1-8.cs
622,Acts,44,Chapter 22,8,9–16,Batch 109,✅ Complete,2026-03-04,Generated ActsChapter22_v9-16.cs
623,Acts,44,Chapter 22,8,17–24,Batch 110,✅ Complete,2026-03-06,Generated ActsChapter22_v17-24.cs
624,Acts,44,Chapter 22,6,25–30,Batch 111,✅ Complete,2026-03-04,Generated ActsChapter22_v25-30.cs
625,Acts,44,Chapter 23,8,1–8,Batch 112,✅ Complete,2026-03-05,Generated ActsChapter23_v1-8.cs
626,Acts,44,Chapter 23,8,9–16,Batch 113,✅ Complete,2026-03-04,Generated ActsChapter23_v9-16.cs
627,Acts,44,Chapter 23,8,17–24,Batch 114,✅ Complete,2026-03-04,Generated ActsChapter23_v17-24.cs
628,Acts,44,Chapter 23,8,25–32,Batch 115,✅ Complete,2026-03-04,Generated ActsChapter23_v25-32.cs
629,Acts,44,Chapter 23,3,33–35,Batch 116,✅ Complete,2026-03-04,Generated ActsChapter23_v33-35.cs
630,Acts,44,Chapter 24,8,1–8,Batch 117,✅ Complete,2026-03-04,Generated ActsChapter24_v1-8.cs
631,Acts,44,Chapter 24,8,9–16,Batch 118,✅ Complete,2026-03-04,Generated ActsChapter24_v9-16.cs
632,Acts,44,Chapter 24,8,17–24,Batch 119,✅ Complete,2026-03-04,Generated ActsChapter24_v17-24.cs
633,Acts,44,Chapter 24,3,25–27,Batch 120,✅ Complete,2026-03-04,Generated ActsChapter24_v25-27.cs
634,Acts,44,Chapter 25,8,1–8,Batch 121,✅ Complete,2026-03-04,Generated ActsChapter25_v1-8.cs
635,Acts,44,Chapter 25,8,9–16,Batch 122,✅ Complete,2026-03-04,Generated ActsChapter25_v9-16.cs
636,Acts,44,Chapter 25,8,17–24,Batch 123,✅ Complete,2026-03-04,Generated ActsChapter25_v17-24.cs
637,Acts,44,Chapter 25,3,25–27,Batch 124,✅ Complete,2026-03-04,Generated ActsChapter25_v25-27.cs
638,Acts,44,Chapter 26,8,1–8,Batch 125,✅ Complete,2026-03-04,Generated ActsChapter26_v1-8.cs
639,Acts,44,Chapter 26,8,9–16,Batch 126,✅ Complete,2026-03-04,Generated ActsChapter26_v9-16.cs
640,Acts,44,Chapter 26,8,17–24,Batch 127,✅ Complete,2026-03-04,Generated ActsChapter26_v17-24.cs
641,Acts,44,Chapter 26,8,25–32,Batch 128,✅ Complete,2026-03-04,Generated ActsChapter26_v25-32.cs
642,Acts,44,Chapter 27,8,1–8,Batch 129,✅ Complete,2026-03-04,Generated ActsChapter27_v1-8.cs
643,Acts,44,Chapter 27,8,9–16,Batch 130,✅ Complete,2026-03-04,Generated ActsChapter27_v9-16.cs
644,Acts,44,Chapter 27,8,17–24,Batch 131,✅ Complete,2026-03-04,Generated ActsChapter27_v17-24.cs
645,Acts,44,Chapter 27,8,25–32,Batch 132,✅ Complete,2026-03-04,Generated ActsChapter27_v25-32.cs
646,Acts,44,Chapter 27,8,33–40,Batch 133,✅ Complete,2026-03-04,Generated ActsChapter27_v33-40.cs
647,Acts,44,Chapter 27,4,41–44,Batch 134,✅ Complete,2026-03-04,Generated ActsChapter27_v41-44.cs
648,Acts,44,Chapter 28,8,1–8,Batch 135,✅ Complete,2026-03-05,Generated ActsChapter28_v1-8.cs
649,Acts,44,Chapter 28,8,9–16,Batch 136,✅ Complete,2026-03-04,Generated ActsChapter28_v9-16.cs
650,Acts,44,Chapter 28,8,17–24,Batch 137,✅ Complete,2026-03-04,Generated ActsChapter28_v17-24.cs
651,Acts,44,Chapter 28,7,25–31,Batch 138,✅ Complete,2026-03-04,Generated ActsChapter28_v25-31.cs
652,Romans,45,Chapter 1,8,1–8,Batch 1,✅ Complete,2026-03-05,Generated RomansChapter1_v1-8.cs
653,Romans,45,Chapter 1,8,9–16,Batch 2,✅ Complete,2026-03-04,Generated RomansChapter1_v9-16.cs
654,Romans,45,Chapter 1,8,17–24,Batch 3,✅ Complete,2026-03-05,Generated RomansChapter1_v17-24.cs
655,Romans,45,Chapter 1,8,25–32,Batch 4,✅ Complete,2026-03-04,Generated RomansChapter1_v25-32.cs
656,Romans,45,Chapter 2,8,1–8,Batch 5,✅ Complete,2026-03-04,Generated RomansChapter2_v1-8.cs
657,Romans,45,Chapter 2,8,9–16,Batch 6,✅ Complete,2026-03-04,Generated RomansChapter2_v9-16.cs
658,Romans,45,Chapter 2,8,17–24,Batch 7,✅ Complete,2026-03-04,Generated RomansChapter2_v17-24.cs
659,Romans,45,Chapter 2,5,25–29,Batch 8,✅ Complete,2026-03-05,Generated RomansChapter2_v25-29.cs
660,Romans,45,Chapter 3,8,1–8,Batch 9,✅ Complete,2026-03-04,Generated RomansChapter3_v1-8.cs
661,Romans,45,Chapter 3,8,9–16,Batch 10,✅ Complete,2026-03-04,Generated RomansChapter3_v9-16.cs
662,Romans,45,Chapter 3,8,17–24,Batch 11,✅ Complete,2026-03-04,Generated RomansChapter3_v17-24.cs
663,Romans,45,Chapter 3,7,25–31,Batch 12,✅ Complete,2026-03-05,Generated RomansChapter3_v25-31.cs
664,Romans,45,Chapter 4,8,1–8,Batch 13,✅ Complete,2026-03-04,Generated RomansChapter4_v1-8.cs
665,Romans,45,Chapter 4,8,9–16,Batch 14,✅ Complete,2026-03-05,Generated RomansChapter4_v9-16.cs
666,Romans,45,Chapter 4,8,17–24,Batch 15,✅ Complete,2026-03-05,Generated RomansChapter4_v17-24.cs
667,Romans,45,Chapter 4,1,25–25,Batch 16,✅ Complete,2026-03-04,Generated RomansChapter4_v25-25.cs
668,Romans,45,Chapter 5,8,1–8,Batch 17,✅ Complete,2026-03-04,Generated RomansChapter5_v1-8.cs
669,Romans,45,Chapter 5,8,9–16,Batch 18,✅ Complete,2026-03-04,Generated RomansChapter5_v9-16.cs
670,Romans,45,Chapter 5,5,17–21,Batch 19,✅ Complete,2026-03-04,Generated RomansChapter5_v17-21.cs
671,Romans,45,Chapter 6,8,1–8,Batch 20,✅ Complete,2026-03-09,Generated RomansChapter6_v1-8.cs
672,Romans,45,Chapter 6,8,9–16,Batch 21,✅ Complete,2026-03-04,Generated RomansChapter6_v9-16.cs
673,Romans,45,Chapter 6,7,17–23,Batch 22,✅ Complete,2026-03-05,Generated RomansChapter6_v17-23.cs
674,Romans,45,Chapter 7,8,1–8,Batch 23,✅ Complete,2026-03-04,Generated RomansChapter7_v1-8.cs
675,Romans,45,Chapter 7,8,9–16,Batch 24,✅ Complete,2026-03-04,Generated RomansChapter7_v9-16.cs
676,Romans,45,Chapter 7,8,17–24,Batch 25,✅ Complete,2026-03-04,Generated RomansChapter7_v17-24.cs
677,Romans,45,Chapter 7,1,25–25,Batch 26,✅ Complete,2026-03-04,Generated RomansChapter7_v25-25.cs
678,Romans,45,Chapter 8,8,1–8,Batch 27,✅ Complete,2026-03-04,Generated RomansChapter8_v1-8.cs
679,Romans,45,Chapter 8,8,9–16,Batch 28,✅ Complete,2026-03-04,Generated RomansChapter8_v9-16.cs
680,Romans,45,Chapter 8,8,17–24,Batch 29,✅ Complete,2026-03-04,Generated RomansChapter8_v17-24.cs
681,Romans,45,Chapter 8,8,25–32,Batch 30,✅ Complete,2026-03-04,Generated RomansChapter8_v25-32.cs
682,Romans,45,Chapter 8,7,33–39,Batch 31,✅ Complete,2026-03-04,Generated RomansChapter8_v33-39.cs
683,Romans,45,Chapter 9,8,1–8,Batch 32,✅ Complete,2026-03-04,Generated RomansChapter9_v1-8.cs
684,Romans,45,Chapter 9,8,9–16,Batch 33,✅ Complete,2026-03-04,Generated RomansChapter9_v9-16.cs
685,Romans,45,Chapter 9,8,17–24,Batch 34,✅ Complete,2026-03-04,Generated RomansChapter9_v17-24.cs
686,Romans,45,Chapter 9,8,25–32,Batch 35,✅ Complete,2026-03-04,Generated RomansChapter9_v25-32.cs
687,Romans,45,Chapter 9,1,33–33,Batch 36,✅ Complete,2026-03-04,Generated RomansChapter9_v33-33.cs
688,Romans,45,Chapter 10,8,1–8,Batch 37,✅ Complete,2026-03-04,Generated RomansChapter10_v1-8.cs
689,Romans,45,Chapter 10,8,9–16,Batch 38,✅ Complete,2026-03-04,Generated RomansChapter10_v9-16.cs
690,Romans,45,Chapter 10,5,17–21,Batch 39,✅ Complete,2026-03-04,Generated RomansChapter10_v17-21.cs
691,Romans,45,Chapter 11,8,1–8,Batch 40,✅ Complete,2026-03-04,Generated RomansChapter11_v1-8.cs
